adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001452936-25-000013	1452936	PACIFIC OAK STRATEGIC OPPORTUNITY REIT, INC.	6798	US	CA	LOS ANGELES	90025	11766 WILSHIRE BLVD.	SUITE 1670	949-417-6500	US	CA	LOS ANGELES	90025	11766 WILSHIRE BLVD.	SUITE 1670	US	MD	263842535	KBS STRATEGIC OPPORTUNITY REIT, INC.	20081230	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-28 21:09:00.0	0	1	sor-20241231_htm.xml	1	
0001453015-25-000003	1453015	BALLARD POWER SYSTEMS INC.	3620	CA	BC	BURNABY	V5J 5J8	9000 GLENLYON PARKWAY		604-454-0900	CA	BC	BURNABY	V5J 5J8	9000 GLENLYON PARKWAY		CA		000000000	7076991 CANADA INC.	20090102		0	1231	40-F	20241231	2024	FY	20250313	2025-03-13 08:43:00.0	0	1	bldp-20241231_htm.xml	1	
0001453687-25-000060	1453687	CARTESIAN THERAPEUTICS, INC.	2834	US	MD	FREDERICK	21703	7495 NEW HORIZON WAY		301-348-8698	US	MD	FREDERICK	21703	7495 NEW HORIZON WAY		US	DE	000000000	SELECTA BIOSCIENCES INC	20090109	4-NON	0	1231	10-K	20241231	2024	FY	20250313	2025-03-13 07:07:00.0	0	1	rnac-20241231_htm.xml	1	
0001454938-25-000020	1454938	OUTBRAIN INC.	7370	US	NY	NEW YORK	10011	111 WEST 19TH STREET		(646) 867-0149	US	NY	NEW YORK	10011	111 WEST 19TH STREET				205391629			2-ACC	0	1231	10-K	20241231	2024	FY	20250307	2025-03-07 16:08:00.0	0	1	outbrain-20241231_htm.xml	1	
0001471265-25-000016	1471265	NORTHWEST BANCSHARES, INC.	6021	US	PA	WARREN	16365	100 LIBERTY STREET		(814) 726-2140	US	PA	WARREN	16365	100 LIBERTY STREET		US	MD	000000000			1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:08:00.0	0	1	nwbi-20241231_htm.xml	1	
0001472375-25-000013	1357878	REGENEREX PHARMA, INC.	2834	US	NV	LAS VEGAS	89108	5348 VEGAS DRIVE, SUITE 177		305-927-5191	US	NV	LAS VEGAS	89108	5348 VEGAS DRIVE, SUITE 177		US	NV	980479983	PEPTIDE TECHNOLOGIES, INC.	20180309	4-NON	0	0331	10-Q	20241231	2024	Q3	20250207	2025-02-07 12:21:00.0	0	1	ixform10q_htm.xml	1	
0001472375-25-000028	930245	GLOBAL ACQUISITIONS CORP	5900	US	NV	LAS VEGAS	89119	6730 SOUTH LAS VEGAS BLVD.		702-400-4005	US	NV	LAS VEGAS	89119	6730 SOUTH LAS VEGAS BLVD.		US	NV	880203976	ALL AMERICAN SPORTPARK INC	19990121	4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 16:15:00.0	0	1	ixform10k_htm.xml	1	
0001473844-25-000014	1473844	STELLAR BANCORP, INC.	6021	US	TX	HOUSTON	77046	9 GREENWAY PLAZA, SUITE 110		(713) 210-7600	US	TX	HOUSTON	77046	9 GREENWAY PLAZA, SUITE 110		US	TX	208339782	STELLAR BANCORP. INC.	20221003	1-LAF	1	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:09:00.0	0	1	stel-20241231_htm.xml	1	
0001474098-25-000039	1474098	PEBBLEBROOK HOTEL TRUST	6798	US	MD	BETHESDA	20814	4747 BETHESDA AVENUE	SUITE 1100	240-507-1300	US	MD	BETHESDA	20814	4747 BETHESDA AVENUE	SUITE 1100	US	MD	271055421			1-LAF	1	1231	10-K	20241231	2024	FY	20250226	2025-02-26 16:10:00.0	0	1	peb-20241231_htm.xml	1	
0001474903-25-000016	1474903	BGSF, INC.	7363	US	TX	PLANO	75024	5850 GRANITE PARKWAY	SUITE 730	972-692-2422	US	TX	PLANO	75024	5850 GRANITE PARKWAY	SUITE 730	US	DE	260656684	BG STAFFING, INC.	20131030	2-ACC	0	1231	10-K	20241231	2024	FY	20250317	2025-03-14 17:35:00.0	0	1	bgsf-20241229_htm.xml	1	
0001477333-25-000043	1477333	CLOUDFLARE, INC.	7372	US	CA	SAN FRANCISCO	94107	101 TOWNSEND ST.		888.993.5273	US	CA	SAN FRANCISCO	94107	101 TOWNSEND ST.		US	DE	270805829	CLOUDFLARE, INC.	20091120	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:36:00.0	0	1	cloud-20241231_htm.xml	1	
0001477449-25-000005	1477449	TELADOC HEALTH, INC.	8011	US	NY	PURCHASE	10577	2 MANHATTANVILLE ROAD	SUITE 203	2036352002	US	NY	PURCHASE	10577	2 MANHATTANVILLE ROAD	SUITE 203	US	DE	043705970	TELADOC, INC.	20091123	1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 12:23:00.0	0	1	tdoc-20241231_htm.xml	1	
0001477720-25-000045	1477720	ASANA, INC.	7372	US	CA	SAN FRANCISCO	94107	633 FOLSOM STREET	SUITE 100	(415) 525-3888	US	CA	SAN FRANCISCO	94107	633 FOLSOM STREET	SUITE 100	US	DE	263912448			1-LAF	1	0131	10-K	20250131	2024	FY	20250318	2025-03-18 16:13:00.0	0	1	asan-20250131_htm.xml	1	
0001477932-24-008438	1588084	TANTECH HOLDINGS LTD	2860	CN		ZHEJIANG	323000	NO. 10 CEN SHAN RD, SHUIGE INDTRL ZONE	LISHUI CITY	86 578 226 2309	CN		ZHEJIANG	323000	NO. 10 CEN SHAN RD, SHUIGE INDTRL ZONE	LISHUI CITY	VG		000000000			4-NON	0	1231	6-K	20240630	2024	Q2	20250102	2024-12-31 21:33:00.0	0	1	tanh_6k_htm.xml	1	
0001477932-25-000026	1909770	KHEOBA CORP.	7371	ES		TENERIFE	38410	PETONAL EL CEREZO 8	2A LOS REALEJOS	702-920-3738	ES		TENERIFE	38410	PETONAL EL CEREZO 8	2A LOS REALEJOS	US	NV	981636812			4-NON	0	1031	10-K	20241031	2024	FY	20250103	2025-01-03 11:37:00.0	0	1	kheo_10k_htm.xml	1	
0001477932-25-000029	1994582	OYOCAR GROUP INC.	5500	DO		SOSUA	57000	COLINAS MARINAS, MARBELLAS, VILLA 10		1-829-859-0389	DO		SOSUA	57000	COLINAS MARINAS, MARBELLAS, VILLA 10		US	NV	981742455			4-NON	0	0831	10-Q	20241130	2025	Q1	20250103	2025-01-03 12:51:00.0	0	1	oyo_10q_htm.xml	1	
0001477932-25-000038	1474167	COSMOS HEALTH INC.	5122	GR		THESSALONIKI	55438	5 AGIOU GEORGIOU, PILEA		312-536-3102	GR		THESSALONIKI	55438	5 AGIOU GEORGIOU, PILEA		US	NV	270611758	COSMOS HOLDINGS INC.	20140106	4-NON	0	1231	S-1/A	20240930			20250106	2025-01-06 06:05:00.0	0	1	cosm_s1a_htm.xml	1	
0001441816-25-000057	1441816	MONGODB, INC.	7372	US	NY	NEW YORK	10019	1633 BROADWAY	38TH FLOOR	866-237-8815	US	NY	NEW YORK	10019	1633 BROADWAY	38TH FLOOR	US	DE	000000000	10GEN INC	20080801	1-LAF	1	0131	10-K	20250131	2024	FY	20250321	2025-03-20 18:07:00.0	0	1	mdb-20250131_htm.xml	1	
0001443646-25-000012	1443646	BOOZ ALLEN HAMILTON HOLDING CORP	8742	US	VA	MCLEAN	22102	8283 GREENSBORO DRIVE		703-902-5000	US	VA	MCLEAN	22102	8283 GREENSBORO DRIVE		US	DE	000000000	EXPLORER HOLDING CORP	20080821	1-LAF	0	0331	10-Q	20241231	2025	Q3	20250131	2025-01-31 06:49:00.0	0	1	bah-20241231_htm.xml	1	
0001444380-25-000024	1444380	NEVRO CORP	3841	US	CA	REDWOOD CITY	94065	1800 BRIDGE PARKWAY		650-251-0005	US	CA	REDWOOD CITY	94065	1800 BRIDGE PARKWAY				562568057			2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:31:00.0	0	1	nvro-20241231_htm.xml	1	
0001444838-25-000023	910108	LXP INDUSTRIAL TRUST	6798	US	NY	NEW YORK	10119	ONE PENN PLAZA	SUITE 4015	(212) 692-7200	US	NY	NEW YORK	10119	ONE PENN PLAZA	SUITE 4015	US	MD	133717318	LEXINGTON REALTY TRUST	20070104	1-LAF	1	1231	10-K	20241231	2024	FY	20250213	2025-02-13 13:59:00.0	0	1	lxp-20241231_htm.xml	1	
0001456772-25-000013	1456772	OFFICE PROPERTIES INCOME TRUST	6500	US	MA	NEWTON	02458	C/O THE RMR GROUP	TWO NEWTON PL., 255 WASH. ST., STE. 300	(617) 219-1440	US	MA	NEWTON	02458	C/O THE RMR GROUP	TWO NEWTON PL., 255 WASH. ST., STE. 300	US	MD	264273474	GOVERNMENT PROPERTIES INCOME TRUST	20161006	2-ACC	0	1231	10-K	20241231	2024	FY	20250213	2025-02-13 16:54:00.0	0	1	opi-20241231_htm.xml	1	
0001459200-25-000004	1459200	ALARM.COM HOLDINGS, INC.	7372	US	VA	TYSONS	22102	8281 GREENSBORO DRIVE	SUITE 100	877-389-4033	US	VA	TYSONS	22102	8281 GREENSBORO DRIVE	SUITE 100	US	DE	264247032			1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:59:00.0	0	1	alrm-20241231_htm.xml	1	
0001459839-25-000036	1459839	SI-BONE, INC.	3841	US	CA	SANTA CLARA	95050	471 EL CAMINO REAL, SUITE 101		4082070700	US	CA	SANTA CLARA	95050	471 EL CAMINO REAL, SUITE 101		US	DE	262216351	SI-BONE INC.	20090326	2-ACC	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:10:00.0	0	1	sibn-20241231_htm.xml	1	
0001462056-25-000015	1462056	BACKBLAZE, INC.	7372	US	CA	SAN MATEO	94401	201 BALDWIN AVENUE		650.352.3738	US	CA	SAN MATEO	94401	201 BALDWIN AVENUE		US	DE	208893125			2-ACC	0	1231	10-K	20241231	2024	FY	20250311	2025-03-11 16:22:00.0	0	1	blze-20241231_htm.xml	1	
0001462120-25-000018	1462120	LIVE OAK BANCSHARES, INC.	6022	US	NC	WILMINGTON	28403	1741 TIBURON DRIVE		910-790-5867	US	NC	WILMINGTON	28403	1741 TIBURON DRIVE		US	NC	264596286			1-LAF	1	1231	10-K	20241231	2024	FY	20250318	2025-03-18 17:19:00.0	0	1	lob-20241231_htm.xml	1	
0001462418-25-000057	1462418	ALTISOURCE PORTFOLIO SOLUTIONS S.A.	7380	LU		GRAND DUCHY OF LUXEMBOURG	50	33, BOULEVARD PRINCE HENRI	L-1724 LUXEMBOURG CITY	352 24 69 79 00	LU		GRAND DUCHY OF LUXEMBOURG	50	33, BOULEVARD PRINCE HENRI	L-1724 LUXEMBOURG CITY	LU		000000000	ALTISOURCE PORTFOLIO SOLUTIONS S.A.	20090625	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 10:33:00.0	0	1	asps-20241231_htm.xml	1	
0001463101-25-000024	1463101	ENPHASE ENERGY, INC.	3674	US	CA	FREMONT	94538	47281 BAYSIDE PARKWAY		(707) 763-4784	US	CA	FREMONT	94538	47281 BAYSIDE PARKWAY		US	DE	204645388			1-LAF	1	1231	10-K	20241231	2024	FY	20250210	2025-02-07 19:07:00.0	0	1	enph-20241231_htm.xml	1	
0001475115-25-000026	1475115	EVENTBRITE, INC.	7370	US	CA	SAN FRANCISCO	94103	95 THIRD STREET	2ND FLOOR	(888) 414-5119	US	CA	SAN FRANCISCO	94103	95 THIRD STREET	2ND FLOOR	US	DE	141888467			2-ACC	0	1231	10-K	20241231	2024	FY	20250227	2025-02-27 16:09:00.0	0	1	eb-20241231_htm.xml	1	
0001475260-25-000006	1475260	CENOVUS ENERGY INC.	1311	CA	AB	CALGARY	T2P 1N2	225 - 6 AVENUE S.W.	P.O. BOX 766	403-766-2000	CA	AB	CALGARY	T2P 1N2	225 - 6 AVENUE S.W.	P.O. BOX 766			980642460				0	1231	40-F	20241231	2024	FY	20250220	2025-02-20 11:27:00.0	0	1	cve-20241231_d2_htm.xml	1	
0001476045-25-000011	1476045	CHATHAM LODGING TRUST	6798	US	FL	WEST PALM BEACH	33401	222 LAKEVIEW AVENUE	SUITE 200	(561) 802-4477	US	FL	WEST PALM BEACH	33401	222 LAKEVIEW AVENUE	SUITE 200	US	MD	271200777			2-ACC	0	1231	10-K	20241231	2024	FY	20250226	2025-02-26 15:55:00.0	0	1	cldt-20241231_htm.xml	1	
0001476150-25-000004	1476150	TERRENO REALTY CORP	6500	US	CA	SAN FRANCISCO	94104	101 MONTGOMERY STREET	SUITE 200	(415) 655-4580	US	CA	SAN FRANCISCO	94104	101 MONTGOMERY STREET	SUITE 200			271262675			1-LAF	1	1231	10-K	20241231	2024	FY	20250205	2025-02-05 16:01:00.0	0	1	trno-20241231_htm.xml	1	
0001476204-25-000030	1476204	PHILLIPS EDISON & COMPANY, INC.	6798	US	OH	CINCINNATI	45249	11501 NORTHLAKE DRIVE		513-554-1110	US	OH	CINCINNATI	45249	11501 NORTHLAKE DRIVE		US	MD	271106076	PHILLIPS EDISON GROCERY CENTER REIT I, INC.	20141205	1-LAF	1	1231	10-K	20241231	2024	FY	20250211	2025-02-11 16:08:00.0	0	1	cik0001476204-20241231_htm.xml	1	
0001476765-25-000016	1476765	GOLUB CAPITAL BDC, INC.		US	NY	NEW YORK	10166	200 PARK AVENUE	25TH FLOOR	212.750.6060	US	NY	NEW YORK	10166	200 PARK AVENUE	25TH FLOOR	US	DE	471893276	GOLUB CAPITAL INVESTMENT CORP	20170511	1-LAF	0	0930	10-Q	20241231	2025	Q1	20250204	2025-02-04 16:15:00.0	0	1	gbdc-20241231_htm.xml	1	
0001476840-25-000018	1476840	EXPENSIFY, INC.	7372	US	OR	PORTLAND	97204	401 SW 5TH AVENUE		(520) 271-0858	US	OR	PORTLAND	97204	401 SW 5TH AVENUE		US	DE	270239450			2-ACC	0	1231	10-K	20241231	2024	FY	20250227	2025-02-27 17:02:00.0	0	1	exfy-20241231_htm.xml	1	
0001477294-25-000022	1477294	SENSATA TECHNOLOGIES HOLDING PLC	3823	GB		SWINDON	SN4 8SY	INTERFACE HOUSE, INTERFACE BUSINESS PARK	BINCKNOLL LANE, ROYAL WOOTTON BASSETT	508-236-3800	GB		SWINDON	SN4 8SY	INTERFACE HOUSE, INTERFACE BUSINESS PARK	BINCKNOLL LANE, ROYAL WOOTTON BASSETT			981386780	SENSATA TECHNOLOGIES HOLDING N.V.	20100226	1-LAF	1	1231	10-K	20241231	2024	FY	20250228	2025-02-28 17:29:00.0	0	1	st-20241231_htm.xml	1	
0001437749-25-002365	1084869	1 800 FLOWERS COM INC	5990	US	NY	JERICHO	11753	TWO JERICHO PLAZA	SUITE 200	5162376000	US	NY	JERICHO	11753	TWO JERICHO PLAZA	SUITE 200	US	DE	113117311			2-ACC	0	0630	10-Q	20241231	2025	Q2	20250131	2025-01-31 13:56:00.0	0	1	flws20241104_10q_htm.xml	1	
0001437749-25-002393	310354	STANDEX INTERNATIONAL CORP/DE/	3580	US	NH	SALEM	03079	23 KEEWAYDIN DRIVE	SUITE 300	603-893-9701	US	NH	SALEM	03079	23 KEEWAYDIN DRIVE	SUITE 300	US	DE	310596149			1-LAF	0	0630	10-Q	20241231	2025	Q2	20250131	2025-01-31 16:14:00.0	0	1	sxi20241231_10q_htm.xml	1	
0001437749-25-002662	724004	MESA LABORATORIES INC /CO/	3823	US	CO	LAKEWOOD	80228	12100 W 6TH AVE		3039878000	US	CO	LAKEWOOD	80228	12100 W 6TH AVE		US	CO	840872291	MESA LABORATORIES INC /CO	19951117	2-ACC	0	0331	10-Q	20241231	2025	Q3	20250204	2025-02-04 08:01:00.0	0	1	mlab20241231_10q_htm.xml	1	
0001437749-25-002831	100378	TWIN DISC INC	3560	US	WI	RACINE	53403	1328 RACINE ST		2626384000	US	WI	RACINE	53403	1328 RACINE STREET		US	WI	390667110	TWIN DISC CLUTCH CO	19770217	2-ACC	0	0630	10-Q	20241231	2025	Q2	20250205	2025-02-05 08:31:00.0	0	1	twin20241227_10q_htm.xml	1	
0001437749-25-002864	1618181	WORLD GOLD TRUST	6221	US	NY	NEW YORK	10017	685 THIRD AVENUE	27TH FLOOR	(212) 317-3800	US	NY	NEW YORK	10017	685 THIRD AVENUE	27TH FLOOR	US	DE	000000000	WORLD CURRENCY GOLD TRUST	20160823	1-LAF	0	0930	10-Q	20241231	2025	Q1	20250205	2025-02-05 13:21:00.0	0	1	gldm20241231_10q_htm.xml	1	
0001437749-25-002865	1222333	SPDR GOLD TRUST	6221	US	NY	NEW YORK	10017	C/O WORLD GOLD TRUST SERVICES, LLC	685 THIRD AVENUE, SUITE 2702	2123173800	US	NY	NEW YORK	10017	685 THIRD AVENUE	SUITE 2702			522369757	STREETTRACKS GOLD TRUST	20041008	1-LAF	0	0930	10-Q	20241231	2025	Q1	20250205	2025-02-05 13:21:00.0	0	1	gld20241231_10q_htm.xml	1	
0001437749-25-002899	99302	TRANSCAT INC	3825	US	NY	ROCHESTER	14624	35 VANTAGE POINT DRIVE		5853527777	US	NY	ROCHESTER	14624	35 VANTAGE POINT DRIVE		US	OH	160874418	TRANSMATION INC	19920703	1-LAF	0	0331	10-Q	20241231	2025	Q3	20250205	2025-02-05 16:06:00.0	0	1	trns20241119_10q_htm.xml	1	
0001437749-25-002900	880807	AMERICAN SUPERCONDUCTOR CORP /DE/	3621	US	MA	DEVENS	01434	SIXTY FOUR JACKSON ROAD		9788423000	US	MA	DEVENS	01434	SIXTY FOUR JACKSON ROAD		US	DE	042959321			2-ACC	0	0331	10-Q	20241231	2025	Q3	20250205	2025-02-05 16:07:00.0	0	1	amsc20241231_10q_htm.xml	1	
0001437749-25-002936	69733	NATHANS FAMOUS, INC.	5812	US	NY	JERICHO	11753	ONE JERICHO PLAZA		516-338-8500	US	NY	JERICHO	11753	ONE JERICHO PLAZA		US	DE	113166443	NATHANS FAMOUS INC	19940808	2-ACC	0	0331	10-Q	20241231	2025	Q3	20250206	2025-02-06 07:00:00.0	0	1	nath20241229_10q_htm.xml	1	
0001437749-25-003000	1001115	GEOSPACE TECHNOLOGIES CORP	3829	US	TX	HOUSTON	77040	7007 PINEMONT DR.		7139864444	US	TX	HOUSTON	77040	7007 PINEMONT DR.		US	TX	760447780	OYO GEOSPACE CORP	19950919	2-ACC	0	0930	10-Q	20241231	2025	Q1	20250206	2025-02-06 14:58:00.0	0	1	geos20241231_10q_htm.xml	1	
0001437749-25-003026	1547459	NATURAL GROCERS BY VITAMIN COTTAGE, INC.	5411	US	CO	LAKEWOOD	80228	12612 W. ALAMEDA PARKWAY		877-986-4600	US	CO	LAKEWOOD	80228	12612 W. ALAMEDA PARKWAY		US	DE	841444517			2-ACC	0	0930	10-Q	20241231	2025	Q1	20250206	2025-02-06 16:06:00.0	0	1	ngvc20241231_10q_htm.xml	1	
0001437749-25-003030	88948	SENECA FOODS CORP	2033	US	NY	MARION	14505	3736 SOUTH MAIN STREET		315 926 8100	US	NY	MARION	14505	3736 SOUTH MAIN STREET		US	NY	160733425	SENECA FOODS CORP /NY/	19920703	2-ACC	0	0331	10-Q	20241231	2025	Q3	20250206	2025-02-06 16:11:00.0	0	1	senea20241228_10q_htm.xml	1	
0001437749-25-003041	785956	J&J SNACK FOODS CORP	2052	US	NJ	MOUNT LAUREL	08054	350 FELLOWSHIP ROAD	SUITE 100	6096659533	US	NJ	MOUNT LAUREL	08054	350 FELLOWSHIP ROAD	SUITE 100	US	NJ	221935537			1-LAF	0	0930	10-Q	20241231	2025	Q1	20250206	2025-02-06 16:31:00.0	0	1	jjsf20240928_10q_htm.xml	1	
0001437749-25-003081	1354866	BYRNA TECHNOLOGIES INC.	3690	US	MA	ANDOVER	01810	100 BURTT ROAD	SUITE 115	978-868-5011	US	MA	ANDOVER	01810	100 BURTT ROAD	SUITE 115	US	DE	711050654	SECURITY DEVICES INTERNATIONAL INC.	20060301	4-NON	0	1130	10-K	20241130	2024	FY	20250207	2025-02-07 09:01:00.0	0	1	byrn20241130_10k_htm.xml	1	
0001437749-25-003120	1045942	TRACK GROUP, INC.	3669	US	IL	NAPERVILLE	60563	200 E. 5TH AVENUE SUITE 100		866-260-2010	US	IL	NAPERVILLE	60563	200 E. 5TH AVENUE SUITE 100		US	DE	870543981	SECUREALERT, INC.	20100216	4-NON	0	0930	10-Q	20241231	2025	Q1	20250207	2025-02-07 11:10:00.0	0	1	trkg20241231_10q_htm.xml	1	
0001437749-25-003134	1006830	CONSUMERS BANCORP INC /OH/	6021	US	OH	MINERVA	44657-2096	614 E LINCOLN WAY	PO BOX 256	3308687701	US	OH	MINERVA	44657-2095	614 E LINCOLN WAY	PO BOX 256	US	OH	341771400			4-NON	0	0630	10-Q	20241231	2025	Q2	20250207	2025-02-07 12:46:00.0	0	1	cbkm20241231_10q_htm.xml	1	
0001437749-25-003159	763532	LSI INDUSTRIES INC	3640	US	OH	CINCINNATI	45242	10000 ALLIANCE RD	P O BOX 42728	5135796411	US	OH	CINCINNATI	45242	10000 ALLIANCE RD	P O BOX 42728	US	OH	310888951	LSI LIGHTING SYSTEMS INC	19891121	2-ACC	0	0630	10-Q	20241231	2025	Q2	20250207	2025-02-07 16:02:00.0	0	1	lyts20241231_10q_htm.xml	1	
0001437749-25-003166	39092	FRIEDMAN INDUSTRIES INC	3310	US	TX	LONGVIEW	75601	1121 JUDSON RD	SUITE 124	9037583431	US	TX	LONGVIEW	75606	PO BOX 2192		US	TX	741504405			2-ACC	0	0331	10-Q	20241231	2025	Q3	20250207	2025-02-07 16:08:00.0	0	1	frd20241231_10q_htm.xml	1	
0001437749-25-003176	803578	FIREFLY NEUROSCIENCE, INC.	7372	US	NY	KENMORE	14217	1100 MILITARY ROAD		888-237-6412	US	NY	KENMORE	14217	1100 MILITARY ROAD		US	DE	541167364	WAVEDANCER, INC.	20211215	4-NON	0	1231	S-1	20240930	2024	Q3	20250207	2025-02-07 16:51:00.0	0	1	wavd20250204_s1_htm.xml	1	
0001437749-25-004353	1474735	GENERAC HOLDINGS INC.	3621	US	WI	WAUKESHA	53187	S45 W29290 HIGHWAY 59		888 436-3722	US	WI	WAUKESHA	53187	S45 W29290 HIGHWAY 59		US	DE	205654756			1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 16:07:00.0	0	1	gnrc20241231_10k_htm.xml	1	
0001437749-25-004407	1792581	KIROMIC BIOPHARMA, INC.	2836	US	TX	HOUSTON	77054	7707 FANNIN ST.	SUITE 140	832-968-4888	US	TX	HOUSTON	77054	7707 FANNIN ST.	SUITE 140	US	DE	464762913	KIROMIC, INC.	20191029	4-NON	0	1231	S-1/A	20241231	2024	FY	20250219	2025-02-19 16:58:00.0	0	1	krbp20250210_s1a_htm.xml	1	
0001437749-25-004412	1499961	MULLEN AUTOMOTIVE INC.	3711	US	CA	BREA	92821	1405 PIONEER STREET		7146131900	US	CA	BREA	92821	1405 PIONEER STREET		US	DE	901025599	NET ELEMENT, INC.	20131206	4-NON	0	0930	10-Q	20241231	2025	Q1	20250219	2025-02-19 17:01:00.0	0	1	muln20241231_10q_htm.xml	1	
0001437749-25-004413	1499961	MULLEN AUTOMOTIVE INC.	3711	US	CA	BREA	92821	1405 PIONEER STREET		7146131900	US	CA	BREA	92821	1405 PIONEER STREET		US	DE	901025599	NET ELEMENT, INC.	20131206	4-NON	0	0930	10-Q	20241231	2025	Q1	20250219	2025-02-19 17:35:00.0	0	1	muln20241231_10q_htm.xml	1	
0001437749-25-004460	63330	MAUI LAND & PINEAPPLE CO INC	6500	US	HI	LAHAINA	96761	500 OFFICE ROAD		808-500-8376	US	HI	LAHAINA	96761	500 OFFICE ROAD		US	HI	990107542			4-NON	0	1231	10-K/A	20231231	2023	FY	20250220	2025-02-19 19:45:00.0	0	1	mlp20231231_10ka_htm.xml	1	
0001437749-25-004501	743238	SHYFT GROUP, INC.	3711	US	MI	NOVI	48375	41280 BRIDGE STREET		5175436400	US	MI	NOVI	48375	41280 BRIDGE STREET		US	MI	382078923	SPARTAN MOTORS INC	19920703	2-ACC	0	1231	10-K	20241231	2024	FY	20250220	2025-02-20 08:16:00.0	0	1	shyf20241231c_10k_htm.xml	1	
0001437749-25-004554	26780	DANA INC	3714	US	OH	MAUMEE	43537	3939 TECHNOLOGY DRIVE		419-887-3000	US	OH	MAUMEE	43537	PO BOX 1000		US	DE	261531856	DANA HOLDING CORP	20080129	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 15:42:00.0	0	1	dan20241231_10k_htm.xml	1	
0001437749-25-004612	21535	COHU INC	3825	US	CA	POWAY	92064-6817	12367 CROSTHWAITE CIRCLE		858-848-8100	US	CA	POWAY	92064-6817	12367 CROSTHWAITE CIRCLE		US	DE	951934119	COHU ELECTRONICS INC	19720809	1-LAF	0	1231	10-K	20241231	2024	FY	20250220	2025-02-20 17:23:00.0	0	1	cohu20241228_10k_htm.xml	1	
0001437749-25-004616	1172358	DORCHESTER MINERALS, L.P.	1311	US	TX	DALLAS	75219-4541	3838 OAK LAWN AVENUE	SUITE 300	2145590300	US	TX	DALLAS	75219-4541	3838 OAK LAWN AVENUE	SUITE 300	US	DE	810551518	DORCHESTER MINERALS LP	20020430	1-LAF	0	1231	10-K	20241231	2024	FY	20250220	2025-02-20 17:27:00.0	0	1	dmlp20241231_10k_htm.xml	1	
0001437749-25-004700	912061	NATURAL HEALTH TRENDS CORP	5190	US	CA	ROLLING HILLS ESTATES	90274	609 DEEP VALLEY DRIVE, SUITE 395		310-541-0888	US	CA	ROLLING HILLS ESTATES	90274	609 DEEP VALLEY DRIVE, SUITE 395		US	DE	592705336			4-NON	0	1231	10-K	20241231	2024	FY	20250221	2025-02-21 13:00:00.0	0	1	nhtc20241231c_10k_htm.xml	1	
0001437749-25-004734	1518621	ORCHID ISLAND CAPITAL, INC.	6798	US	FL	VERO BEACH	32963	3305 FLAMINGO DRIVE		772-231-1400	US	FL	VERO BEACH	32963	3305 FLAMINGO DRIVE		US	MD	273269228			2-ACC	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 15:36:00.0	0	1	orc20241231_10k_htm.xml	1	
0001437749-25-004736	728535	HUNT J B TRANSPORT SERVICES INC	4213	US	AR	LOWELL	72745	615 JB HUNT CORPORATE DR	PO BOX 130	479-820-0000	US	AR	LOWELL	72745	615 JB HUNT CORPORATE DRIVE	PO BOX 130	US	AR	710335111			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 15:42:00.0	0	1	jbht20241231d_10k_htm.xml	1	
0001437749-25-004742	917470	OLYMPIC STEEL INC	5051	US	OH	BEDFORD HEIGHTS	44146	5096 RICHMOND RD		2162923800	US	OH	BEDFORD HEIGHTS	44146	5096 RICHMOND RD		US	OH	341245650			2-ACC	0	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:06:00.0	0	1	zeus20241231_10k_htm.xml	1	
0001437749-25-004744	712771	CONNECTONE BANCORP, INC.	6022	US	NJ	ENGLEWOOD CLIFFS	07632	301 SYLVAN AVENUE		2018168900	US	NJ	ENGLEWOOD CLIFFS	07632	301 SYLVAN AVENUE		US	NJ	521273725	CENTER BANCORP INC	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:11:00.0	0	1	cnob20241231_10k_htm.xml	1	
